站点名称,更新周数,更新时间,起始时间,结束时间,温度(℃),湿度(%),气压(mb),风向,风速(m/s),周温差(℃),周最低温(℃),周报URL
泰山站,2023年第30周,2023-07-29 15:45:00,2023-07-22,2023-07-28,-51.8,60.0,687.0,东南,14.2,7.5,-59.3,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=136308
昆仑站,2023年第30周,2023-07-29 15:37:00,2023-07-22,2023-07-28,-73.4,38.0,561.0,南,0.0,17.4,-73.8,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=136308
长城站,2023年第29周,2023-07-22 17:59:00,2023-07-15,2023-07-21,-10.2,90.0,991.3,西北,0.9,14.5,-14.5,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=136287
新奥尔松,2023年第29周,2023-07-22 17:50:00,2023-07-15,2023-07-21,7.3,80.0,1015.9,东,1.7,6.6,4.9,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=136287
中山站,2023年第29周,2023-07-22 17:38:00,2023-07-15,2023-07-21,-26.4,33.0,984.1,东,6.3,14.9,-27.2,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=136287
泰山站,2023年第29周,2023-07-22 15:27:00,2023-07-15,2023-07-21,-56.9,57.0,687.0,东,11.9,19.6,-56.9,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=136287
昆仑站,2023年第29周,2023-07-22 15:01:00,2023-07-15,2023-07-21,-67.4,44.0,559.0,南,0.0,16.5,-69.4,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=136287
长城站,2023年第28周,2023-07-15 17:55:00,2023-07-08,2023-07-14,-2.3,97.0,1012.3,西北,1.3,8.4,-10.0,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=136266
新奥尔松,2023年第28周,2023-07-15 17:50:00,2023-07-08,2023-07-14,10.9,62.0,1013.2,东,3.6,6.6,4.7,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=136266
中山站,2023年第28周,2023-07-15 17:45:00,2023-07-08,2023-07-14,-17.4,41.0,985.6,东,11.1,10.9,-19.4,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=136266
泰山站,2023年第28周,2023-07-15 15:26:00,2023-07-08,2023-07-14,-43.9,65.0,703.0,东,14.3,11.4,-48.4,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=136266
昆仑站,2023年第28周,2023-07-15 15:10:00,2023-07-08,2023-07-14,-56.8,52.0,575.0,东北,0.0,17.6,-70.5,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=136266
长城站,2023年第27周,2023-07-08 17:55:00,2023-07-01,2023-07-07,-4.7,90.0,1000.0,西,5.3,12.8,-10.0,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=136229
中山站,2023年第27周,2023-07-08 17:54:00,2023-07-01,2023-07-07,-11.0,86.0,980.1,东南,1.6,23.7,-28.3,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=136229
新奥尔松,2023年第27周,2023-07-08 17:50:00,2023-07-01,2023-07-07,10.0,62.0,1018.6,东南,3.0,9.6,3.6,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=136229
昆仑站,2023年第27周,2023-07-08 15:36:00,2023-07-01,2023-07-07,-75.4,38.0,558.0,东,0.0,27.4,-75.9,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=136229
泰山站,2023年第27周,2023-07-08 15:32:00,2023-07-01,2023-07-07,-39.6,,694.0,东北,4.4,13.6,-50.5,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=136229
新奥尔松,2023年第26周,2023-07-01 17:50:00,2023-06-24,2023-06-30,5.0,100.0,1021.2,东,1.1,6.5,2.8,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=136187
长城站,2023年第26周,2023-07-01 17:45:00,2023-06-24,2023-06-30,-1.5,89.0,1011.4,北,5.5,11.4,-12.9,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=136187
中山站,2023年第26周,2023-07-01 17:44:00,2023-06-24,2023-06-30,-25.6,51.0,994.0,东,4.5,19.3,-26.3,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=136187
泰山站,2023年第26周,2023-07-01 13:00:00,2023-06-24,2023-06-30,-50.1,62.0,696.0,东,10.9,19.3,-54.6,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=136187
昆仑站,2023年第26周,2023-07-01 12:55:00,2023-06-24,2023-06-30,-65.9,50.0,562.0,东南,0.0,19.3,-69.7,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=136187
新奥尔松,2023年第25周,2023-06-24 17:50:00,2023-06-17,2023-06-23,4.9,86.0,1010.3,西北,2.2,7.2,4.1,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=136148
中山站,2023年第25周,2023-06-24 17:34:00,2023-06-17,2023-06-23,-6.7,51.0,975.9,东南,17.4,14.0,-18.5,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=136148
长城站,2023年第25周,2023-06-24 17:30:00,2023-06-17,2023-06-23,-7.0,96.0,993.0,南,0.8,14.7,-13.9,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=136148
泰山站,2023年第25周,2023-06-24 14:27:00,2023-06-17,2023-06-23,-39.7,69.0,703.0,东,12.1,15.1,-44.4,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=136148
昆仑站,2023年第25周,2023-06-24 14:25:00,2023-06-17,2023-06-23,-65.9,46.0,581.0,东南,0.0,25.1,-72.4,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=136148
中山站,2023年第24周,2023-06-17 17:59:00,2023-06-10,2023-06-16,-7.0,80.0,1001.1,东,4.3,10.2,-13.7,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=136134
长城站,2023年第24周,2023-06-17 17:54:00,2023-06-10,2023-06-16,-4.2,95.0,995.8,北,3.3,9.9,-10.4,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=136134
新奥尔松,2023年第24周,2023-06-17 17:50:00,2023-06-10,2023-06-16,6.0,64.0,1014.8,西南,2.1,6.2,0.0,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=136134
昆仑站,2023年第24周,2023-06-17 16:36:00,2023-06-10,2023-06-16,-54.3,57.0,589.0,北,3.0,20.3,-65.6,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=136134
泰山站,2023年第24周,2023-06-17 12:32:00,2023-06-10,2023-06-16,-29.5,77.0,718.0,东,14.3,20.2,-46.4,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=136134
新奥尔松,2023年第23周,2023-06-10 17:50:00,2023-06-03,2023-06-09,3.2,85.0,1012.2,东南,2.2,4.8,-0.9,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=136128
中山站,2023年第23周,2023-06-10 17:49:00,2023-06-03,2023-06-09,-8.1,73.0,987.2,东,6.8,22.2,-26.9,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=136128
长城站,2023年第23周,2023-06-10 17:45:00,2023-06-03,2023-06-09,-5.2,92.0,985.0,西,0.8,9.7,-7.7,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=136128
泰山站,2023年第23周,2023-06-10 15:44:00,2023-06-03,2023-06-09,-30.5,76.0,708.0,东,11.7,23.6,-51.9,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=136128
昆仑站,2023年第23周,2023-06-10 15:13:00,2023-06-03,2023-06-09,-43.3,61.0,583.0,东北,0.0,31.0,-74.1,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=136128
中山站,2023年第22周,2023-06-03 17:55:00,2023-05-27,2023-06-02,-21.7,48.0,987.4,东,5.1,15.6,-25.5,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=136114
新奥尔松,2023年第22周,2023-06-03 17:50:00,2023-05-27,2023-06-02,0.7,75.0,1010.7,西南,0.9,7.3,-3.5,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=136114
长城站,2023年第22周,2023-06-03 17:34:00,2023-05-27,2023-06-02,1.1,92.0,996.4,东北,7.6,9.2,-5.8,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=136114
昆仑站,2023年第22周,2023-06-03 15:21:00,2023-05-27,2023-06-02,-71.7,40.0,561.0,东,0.0,14.6,-73.4,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=136114
泰山站,2023年第22周,2023-06-03 11:21:00,2023-05-27,2023-06-02,-41.5,67.0,693.0,东北,13.4,12.9,-50.4,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=136114
中山站,2023年第21周,2023-05-27 17:50:00,2023-05-20,2023-05-26,-22.8,45.0,983.6,东,5.3,15.5,-34.4,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=136111
新奥尔松,2023年第21周,2023-05-27 17:50:00,2023-05-20,2023-05-26,-2.0,61.0,1002.4,西,1.3,7.1,-2.3,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=136111
长城站,2023年第21周,2023-05-27 17:30:00,2023-05-20,2023-05-26,-1.6,96.0,976.8,西南,6.7,4.2,-2.0,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=136111
昆仑站,2023年第21周,2023-05-27 15:59:00,2023-05-20,2023-05-26,-62.3,50.0,570.0,南,0.0,33.2,-74.3,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=136111
泰山站,2023年第21周,2023-05-27 15:59:00,2023-05-20,2023-05-26,-47.7,63.0,695.0,东,13.7,10.1,-50.2,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=136111
中山站,2023年第21周,2023-05-27 17:50:00,2023-05-20,2023-05-26,-22.8,45.0,983.6,东,5.3,15.5,-34.4,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=136111
新奥尔松,2023年第21周,2023-05-27 17:50:00,2023-05-20,2023-05-26,-2.0,61.0,1002.4,西,1.3,7.1,-2.3,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=136111
长城站,2023年第21周,2023-05-27 17:30:00,2023-05-20,2023-05-26,-1.6,96.0,976.8,西南,6.7,4.2,-2.0,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=136111
昆仑站,2023年第21周,2023-05-27 15:59:00,2023-05-20,2023-05-26,-62.3,50.0,570.0,南,0.0,33.2,-74.3,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=136111
泰山站,2023年第21周,2023-05-27 15:59:00,2023-05-20,2023-05-26,-47.7,63.0,695.0,东,13.7,10.1,-50.2,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=136111
新奥尔松,2023年第20周,2023-05-20 16:50:00,2023-05-13,2023-05-19,0.9,76.0,997.2,东南,10.9,10.5,-8.4,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=136093
长城站,2023年第20周,2023-05-20 16:43:00,2023-05-13,2023-05-19,-1.3,84.0,988.2,西南,5.4,4.3,-2.4,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=136093
中山站,2023年第20周,2023-05-20 16:30:00,2023-05-13,2023-05-19,-21.4,49.0,977.4,东,4.2,14.7,-22.0,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=136093
泰山站,2023年第20周,2023-05-20 13:30:00,2023-05-13,2023-05-19,-41.5,67.0,687.0,东,12.6,20.3,-52.8,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=136093
昆仑站,2023年第20周,2023-05-20 13:26:00,2023-05-13,2023-05-19,-58.2,54.0,561.0,东北,0.0,23.6,-75.5,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=136093
中山站,2023年第19周,2023-05-13 17:51:00,2023-05-06,2023-05-12,-18.8,79.0,971.7,东,0.0,13.1,-22.4,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=136089
长城站,2023年第19周,2023-05-13 17:50:00,2023-05-06,2023-05-12,0.0,90.0,989.1,西,9.8,9.6,-8.3,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=136089
新奥尔松,2023年第19周,2023-05-13 17:50:00,2023-05-06,2023-05-12,0.7,90.0,990.1,东南,9.5,12.0,-9.0,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=136089
泰山站,2023年第19周,2023-05-13 16:44:00,2023-05-06,2023-05-12,-44.2,65.0,684.0,东,12.1,14.9,-51.4,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=136089
昆仑站,2023年第19周,2023-05-13 15:36:00,2023-05-06,2023-05-12,-59.6,50.0,554.0,东,0.0,20.1,-75.8,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=136089
新奥尔松,2023年第18周,2023-05-06 17:50:00,2023-04-29,2023-05-05,-0.7,80.0,1007.6,东,9.1,15.2,-15.2,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=136066
长城站,2023年第18周,2023-05-06 17:49:00,2023-04-29,2023-05-05,-7.2,94.0,967.6,东,13.3,9.3,-8.3,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=136066
中山站,2023年第18周,2023-05-06 17:31:00,2023-04-29,2023-05-05,-9.0,56.0,973.7,东南,8.3,11.0,-19.5,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=136066
泰山站,2023年第18周,2023-05-06 14:59:00,2023-04-29,2023-05-05,-38.3,69.0,691.0,东,14.1,13.2,-51.5,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=136066
昆仑站,2023年第18周,2023-05-06 14:57:00,2023-04-29,2023-05-05,-64.9,48.0,564.0,东,0.0,18.6,-71.3,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=136066
中山站,2023年第17周,2023-04-29 18:00:00,2023-04-22,2023-04-28,-12.3,39.0,993.0,东,5.6,11.2,-17.9,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=136047
新奥尔松,2023年第17周,2023-04-29 17:50:00,2023-04-22,2023-04-28,0.4,90.0,1016.7,西南,0.9,13.3,-12.7,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=136047
长城站,2023年第17周,2023-04-29 17:30:00,2023-04-22,2023-04-28,-0.8,82.0,989.9,西北,8.2,5.7,-4.0,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=136047
泰山站,2023年第17周,2023-04-29 14:00:00,2023-04-22,2023-04-28,-45.4,65.0,708.0,东南,10.4,12.5,-50.0,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=136047
昆仑站,2023年第17周,2023-04-29 13:49:00,2023-04-22,2023-04-28,-63.1,49.0,581.0,东南,0.0,17.7,-71.1,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=136047
新奥尔松,2023年第16周,2023-04-22 17:50:00,2023-04-15,2023-04-21,-13.0,76.0,1012.4,西北,5.8,19.2,-15.0,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=136008
中山站,2023年第16周,2023-04-22 17:35:00,2023-04-15,2023-04-21,-8.7,65.0,1003.6,东,3.2,12.1,-13.6,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=136008
长城站,2023年第16周,2023-04-22 17:30:00,2023-04-15,2023-04-21,-1.1,86.0,986.5,西,4.9,7.5,-6.0,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=136008
泰山站,2023年第16周,2023-04-22 16:17:00,2023-04-15,2023-04-21,-37.9,70.0,707.0,东北,9.4,14.3,-41.5,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=136008
昆仑站,2023年第16周,2023-04-22 14:46:00,2023-04-15,2023-04-21,-59.3,52.0,577.0,东北,0.0,21.1,-71.5,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=136008
新奥尔松,2023年第15周,2023-04-15 17:40:00,2023-04-08,2023-04-14,5.8,72.0,1018.5,南,1.4,16.3,-9.6,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=135988
中山站,2023年第15周,2023-04-15 17:35:00,2023-04-08,2023-04-14,-5.1,66.0,990.8,东南,11.2,13.8,-17.6,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=135988
长城站,2023年第15周,2023-04-15 17:30:00,2023-04-08,2023-04-14,0.4,97.0,996.9,西,9.7,7.3,-5.0,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=135988
泰山站,2023年第15周,2023-04-15 16:15:00,2023-04-08,2023-04-14,-32.8,74.0,708.0,东,12.9,14.1,-46.5,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=135988
昆仑站,2023年第15周,2023-04-15 16:13:00,2023-04-08,2023-04-14,-61.6,53.0,579.0,西北,0.0,18.3,-70.1,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=135988
长城站,2023年第14周,2023-04-08 13:34:00,2023-04-01,2023-04-07,0.5,94.0,974.7,西,4.3,5.8,0.4,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=135967
中山站,2023年第14周,2023-04-08 13:25:00,2023-04-01,2023-04-07,-8.1,54.0,994.0,东南,1.3,9.1,-12.8,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=135967
泰山站,2023年第14周,2023-04-08 13:21:00,2023-04-01,2023-04-07,-38.2,70.0,704.0,东,10.7,13.5,-40.0,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=135967
新奥尔松,2023年第14周,2023-04-08 13:20:00,2023-04-01,2023-04-07,-11.1,73.0,1019.4,东南,0.6,19.7,-16.1,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=135967
昆仑站,2023年第14周,2023-04-08 12:49:00,2023-04-01,2023-04-07,-55.2,54.0,574.0,东北,4.6,18.0,-62.7,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=135967
长城站,2023年第13周,2023-04-01 17:50:00,2023-03-25,2023-03-31,0.6,93.0,989.7,北,4.7,6.4,-4.0,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=135947
新奥尔松,2023年第13周,2023-04-01 17:50:00,2023-03-25,2023-03-31,-11.2,67.0,1018.3,东南,4.6,14.0,-17.0,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=135947
中山站,2023年第13周,2023-04-01 17:35:00,2023-03-25,2023-03-31,-10.6,55.0,1000.4,东,6.7,12.7,-18.9,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=135947
泰山站,2023年第13周,2023-04-01 16:11:00,2023-03-25,2023-03-31,-40.1,67.0,709.0,东,12.9,11.8,-44.0,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=135947
昆仑站,2023年第13周,2023-04-01 16:08:00,2023-03-25,2023-03-31,-58.2,49.0,588.0,东南,0.0,17.3,-66.5,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=135947
中山站,2023年第12周,2023-03-25 17:50:00,2023-03-18,2023-03-24,-9.2,71.0,997.9,东,2.9,15.9,-20.2,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=135908
新奥尔松,2023年第12周,2023-03-25 17:50:00,2023-03-18,2023-03-24,-14.8,47.0,1011.8,东南,3.0,15.0,-24.7,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=135908
长城站,2023年第12周,2023-03-25 17:49:00,2023-03-18,2023-03-24,1.6,91.0,977.0,西北,9.6,6.8,-3.3,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=135908
泰山站,2023年第12周,2023-03-25 15:41:00,2023-03-18,2023-03-24,-42.5,65.0,705.0,东,9.7,15.6,-46.8,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=135908
昆仑站,2023年第12周,2023-03-25 15:16:00,2023-03-18,2023-03-24,-64.0,47.0,578.0,南,1.0,25.1,-69.1,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=135908
长城站,2023年第11周,2023-03-18 17:55:00,2023-03-11,2023-03-17,0.4,77.0,990.3,西,7.3,7.1,-1.8,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=135886
新奥尔松,2023年第11周,2023-03-18 17:40:00,2023-03-11,2023-03-17,-11.1,74.0,1008.5,西南,1.2,16.6,-24.1,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=135886
中山站,2023年第11周,2023-03-18 17:35:00,2023-03-11,2023-03-17,-4.2,72.0,968.3,东,4.3,9.4,-9.8,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=135886
昆仑站,2023年第11周,2023-03-18 15:08:00,2023-03-11,2023-03-17,-50.9,57.0,562.0,东,2.9,21.2,-62.2,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=135886
泰山站,2023年第11周,2023-03-18 15:08:00,2023-03-11,2023-03-17,-31.9,72.0,689.0,东北,9.4,15.3,-37.4,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=135886
新奥尔松,2023年第10周,2023-03-11 17:50:00,2023-03-04,2023-03-10,-9.8,51.0,998.9,东,1.0,14.3,-20.6,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=135846
长城站,2023年第10周,2023-03-11 17:49:00,2023-03-04,2023-03-10,2.6,89.0,974.0,西北,10.4,4.2,0.5,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=135846
中山站,2023年第10周,2023-03-11 17:45:00,2023-03-04,2023-03-10,-1.2,53.0,1001.9,西,1.3,16.0,-15.1,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=135846
泰山站,2023年第10周,2023-03-11 16:15:00,2023-03-04,2023-03-10,-26.4,72.0,718.0,东,8.3,22.8,-43.6,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=135846
昆仑站,2023年第10周,2023-03-11 16:09:00,2023-03-04,2023-03-10,-49.2,55.0,590.0,东南,2.3,27.4,-68.4,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=135846
长城站,2023年第09周,2023-03-04 17:55:00,2023-02-25,2023-03-03,0.5,93.0,983.3,北,3.6,9.7,-5.8,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=135787
新奥尔松,2023年第09周,2023-03-04 17:40:00,2023-02-25,2023-03-03,-12.3,81.0,1018.2,北,4.9,18.4,-15.9,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=135787
泰山站,2023年第09周,2023-03-04 14:35:00,2023-02-25,2023-03-03,-36.2,68.0,699.0,东北,7.1,17.5,-39.7,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=135787
昆仑站,2023年第09周,2023-03-04 14:33:00,2023-02-25,2023-03-03,-59.2,50.0,571.0,东南,4.9,29.9,-68.1,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=135787
长城站,2023年第09周,2023-03-04 17:55:00,2023-02-25,2023-03-03,0.5,93.0,983.3,北,3.6,9.7,-5.8,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=135787
新奥尔松,2023年第09周,2023-03-04 17:40:00,2023-02-25,2023-03-03,-12.3,81.0,1018.2,北,4.9,18.4,-15.9,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=135787
泰山站,2023年第09周,2023-03-04 14:35:00,2023-02-25,2023-03-03,-36.2,68.0,699.0,东北,7.1,17.5,-39.7,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=135787
昆仑站,2023年第09周,2023-03-04 14:33:00,2023-02-25,2023-03-03,-59.2,50.0,571.0,东南,4.9,29.9,-68.1,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=135787
长城站,2023年第08周,2023-02-25 17:54:00,2023-02-18,2023-02-24,-2.3,83.0,988.2,东,12.9,7.2,-2.5,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=135766
新奥尔松,2023年第08周,2023-02-25 17:40:00,2023-02-18,2023-02-24,-5.4,96.0,995.9,西,3.8,16.7,-16.6,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=135766
泰山站,2023年第08周,2023-02-25 15:00:00,2023-02-18,2023-02-24,-25.3,62.0,702.0,东,12.2,13.2,-32.3,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=135766
昆仑站,2023年第08周,2023-02-25 14:57:00,2023-02-18,2023-02-24,-38.8,64.0,575.0,西北,2.5,17.3,-49.9,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=135766
中山站,2023年第08周,2023-02-25 13:36:00,2023-02-18,2023-02-24,-2.4,52.0,983.6,东,6.9,7.9,-5.4,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=135766
长城站,2023年第07周,2023-02-18 17:45:00,2023-02-11,2023-02-17,1.6,93.0,999.1,西北,8.4,8.0,0.0,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=135726
新奥尔松,2023年第07周,2023-02-18 17:40:00,2023-02-11,2023-02-17,-13.7,63.0,993.7,西北,7.3,16.9,-13.7,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=135726
中山站,2023年第07周,2023-02-18 17:36:00,2023-02-11,2023-02-17,2.2,61.0,983.9,东北,0.8,13.3,-7.9,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=135726
泰山站,2023年第07周,2023-02-18 15:36:00,2023-02-11,2023-02-17,-19.8,75.0,708.0,东,12.7,14.0,-31.8,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=135726
昆仑站,2023年第07周,2023-02-18 14:52:00,2023-02-11,2023-02-17,-36.2,64.0,584.0,西北,3.9,17.0,-51.6,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=135726
长城站,2023年第06周,2023-02-11 17:45:00,2023-02-04,2023-02-10,4.0,90.0,985.7,西北,5.5,7.2,0.9,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=135670
中山站,2023年第06周,2023-02-11 17:41:00,2023-02-04,2023-02-10,-1.5,38.0,979.3,东,0.0,12.0,-9.3,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=135670
新奥尔松,2023年第06周,2023-02-11 17:40:00,2023-02-04,2023-02-10,-6.7,83.0,988.0,东南,2.4,15.0,-12.8,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=135670
泰山站,2023年第06周,2023-02-11 16:26:00,2023-02-04,2023-02-10,-29.7,71.0,702.0,东,11.2,19.1,-37.1,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=135670
昆仑站,2023年第06周,2023-02-11 15:57:00,2023-02-04,2023-02-10,-42.6,59.0,578.0,东,1.8,24.4,-54.0,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=135670
中山站,2023年第05周,2023-02-04 17:56:00,2023-01-28,2023-02-03,-0.4,90.0,971.9,东,8.6,11.1,-9.6,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=135668
长城站,2023年第05周,2023-02-04 17:40:00,2023-01-28,2023-02-03,2.3,96.0,975.6,西,6.6,4.0,1.0,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=135668
新奥尔松,2023年第05周,2023-02-04 17:40:00,2023-01-28,2023-02-03,-8.7,56.0,1026.2,东南,0.6,13.9,-15.1,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=135668
泰山站,2023年第05周,2023-02-04 17:12:00,2023-01-28,2023-02-03,-18.2,84.0,698.0,北,9.8,15.4,-33.6,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=135668
昆仑站,2023年第05周,2023-02-04 14:24:00,2023-01-28,2023-02-03,-39.2,60.0,576.0,东,1.7,14.2,-49.6,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=135668
